t,ia,ib,ic,va,vb,vc
0.0721,-0.0026742,0.0032851,-0.0030375,-0.56832,0.83399,-0.49949
0.0722,-0.00051018,0.0033014,-0.0019773,-0.63047,0.71456,-0.59224
0.0723,0.00015627,0.0035209,-0.00064899,-0.37311,0.79742,-0.48137
0.0724,-0.0016856,0.0033997,-0.0005341,-0.16591,0.91597,-0.23399
0.0725,-0.0039833,0.0033199,-0.0015284,-0.32076,0.80646,-0.20272
0.0726,-0.0041603,0.0035636,-0.0021205,-0.61932,0.772,-0.33061
0.0727,-0.0021052,0.0037909,-0.0015412,-0.79898,0.74554,-0.40738
0.0728,-0.00033319,0.0036753,-0.00049908,-0.6393,0.77874,-0.34565
0.0729,-0.0010962,0.0030103,-0.00013747,-0.33428,0.93421,-0.1487
0.073,-0.0035365,0.0025438,-0.00066899,-0.35565,0.81706,-0.071636
0.0731,-0.0048707,0.0031001,-0.0011171,-0.61926,0.65766,-0.16794
0.0732,-0.0037165,0.0039674,-0.00075059,-0.86013,0.6845,-0.23371
0.0733,-0.00152,0.0040609,-3.2228e-05,-0.85564,0.7319,-0.17712
0.0734,-0.00099812,0.0030569,0.00020474,-0.5519,0.89264,-0.016654
0.0735,-0.0027823,0.0018621,-0.00012285,-0.4285,0.86062,0.060689
0.0736,-0.0047054,0.0020675,-0.00030422,-0.6217,0.58142,-0.01779
0.0737,-0.0046994,0.0034679,0.00014904,-0.84613,0.53821,-0.077292
0.0738,-0.0029519,0.0042581,0.00076287,-0.95393,0.63827,-0.016139
0.0739,-0.0016113,0.0034258,0.00076653,-0.76322,0.78879,0.14497
0.074,-0.0022856,0.0016481,0.00028069,-0.54606,0.86435,0.22135
0.0741,-0.0040033,0.00096548,0.00018979,-0.64504,0.58138,0.12816
0.0742,-0.0047987,0.0022956,0.00087872,-0.81776,0.37646,0.061061
0.0743,-0.0039935,0.0038768,0.0016816,-0.9408,0.47814,0.12119
0.0744,-0.0026363,0.003744,0.0016372,-0.89429,0.64113,0.29493
0.0745,-0.0023849,0.0018936,0.00081638,-0.67659,0.78263,0.40872
0.0746,-0.0033507,0.0002839,0.00046385,-0.68637,0.60701,0.29354
0.0747,-0.0042202,0.00085733,0.0012722,-0.82116,0.27538,0.18341
0.0748,-0.0042086,0.0027918,0.0024348,-0.8756,0.27682,0.23858
0.0749,-0.0035067,0.0035966,0.0026615,-0.90218,0.4556,0.40737
0.075,-0.0029818,0.0022775,0.0016595,-0.77539,0.62108,0.5805
0.0751,-0.0031532,0.00018452,0.00077263,-0.72539,0.5825,0.49547
0.0752,-0.0035038,-0.00031887,0.0013513,-0.84415,0.24629,0.30695
0.0753,-0.003666,0.0012697,0.0028261,-0.83637,0.092209,0.33259
0.0754,-0.0036919,0.002787,0.0035557,-0.81739,0.24146,0.49187
0.0755,-0.0035944,0.0023568,0.0027223,-0.78682,0.41658,0.69598
0.0756,-0.0034621,0.00043021,0.0013516,-0.73765,0.46598,0.70249
0.0757,-0.0031496,-0.00089538,0.001339,-0.85232,0.22911,0.46062
0.0758,-0.0028208,-0.00018793,0.0028231,-0.84751,-0.025008,0.40716
0.0759,-0.003073,0.0014391,0.0040699,-0.71649,0.026918,0.5594
0.076,-0.0036906,0.0018596,0.0037402,-0.69912,0.19417,0.75049
0.0761,-0.0039148,0.00059094,0.0022327,-0.6986,0.28105,0.859
0.0762,-0.003308,-0.00096383,0.0014895,-0.80932,0.15812,0.65013
0.0763,-0.0022428,-0.001151,0.0025835,-0.87113,-0.093635,0.47717
0.0764,-0.0020024,-1.1877e-05,0.0041435,-0.67059,-0.14577,0.6072
0.0765,-0.0029958,0.00081046,0.0044159,-0.5556,-0.019763,0.77972
0.0766,-0.003991,0.00030046,0.0031904,-0.58895,0.069749,0.92455
0.0767,-0.0037337,-0.00090171,0.0019537,-0.70482,0.014235,0.82952
0.0768,-0.0022219,-0.001527,0.0023632,-0.84615,-0.16878,0.57572
0.0769,-0.0010553,-0.0011137,0.0038701,-0.68221,-0.26306,0.6271
0.077,-0.0017069,-0.00045942,0.0046233,-0.43147,-0.20207,0.80218
0.0771,-0.0033383,-0.00049866,0.0039188,-0.42111,-0.13153,0.92136
0.0772,-0.0039314,-0.0011275,0.0026137,-0.54423,-0.16408,0.93672
0.0773,-0.0026176,-0.001612,0.0023582,-0.73593,-0.29463,0.69946
0.0774,-0.00067044,-0.001634,0.0034843,-0.69231,-0.3631,0.63037
0.0775,-0.00036023,-0.0014948,0.004434,-0.37448,-0.32938,0.81263
0.0776,-0.0019921,-0.0015781,0.0041935,-0.24334,-0.29917,0.90017
0.0777,-0.0034806,-0.0018075,0.0031866,-0.34339,-0.33698,0.94025
0.0778,-0.0029845,-0.001824,0.0025937,-0.54588,-0.45388,0.8055
0.0779,-0.00086766,-0.0017422,0.0031869,-0.63423,-0.49249,0.64493
0.078,0.00052008,-0.0019932,0.0040442,-0.36694,-0.4229,0.78572
0.0781,-0.00038961,-0.0025104,0.0040446,-0.10782,-0.41391,0.88956
0.0782,-0.0023026,-0.0027872,0.0033942,-0.133,-0.47543,0.88135
0.0783,-0.0028393,-0.0024392,0.002856,-0.31237,-0.60129,0.83263
0.0784,-0.0012681,-0.0018415,0.0030748,-0.47948,-0.65991,0.67012
0.0785,0.00072438,-0.0019781,0.0036708,-0.3425,-0.53009,0.72667
0.0786,0.00090591,-0.0029469,0.0036523,-0.034956,-0.47442,0.87297
0.0787,-0.00069759,-0.0036974,0.0031601,0.047754,-0.5686,0.81853
0.0788,-0.0019812,-0.0033864,0.0028747,-0.073009,-0.70486,0.76775
0.0789,-0.0013754,-0.0022866,0.0030439,-0.25382,-0.81595,0.67253
0.079,0.00050121,-0.0018054,0.0034155,-0.24918,-0.68601,0.6539
0.0791,0.0015575,-0.002797,0.0032537,0.012678,-0.51959,0.81543
0.0792,0.00078294,-0.0041568,0.0026465,0.17744,-0.60358,0.78257
0.0793,-0.00060043,-0.0043437,0.002477,0.13082,-0.76183,0.65734
0.0794,-0.00085199,-0.003128,0.0028612,-0.0084882,-0.91084,0.60674
0.0795,0.00033219,-0.0018873,0.0032469,-0.075575,-0.86145,0.57659
0.0796,0.0016251,-0.0023129,0.002978,0.087103,-0.60265,0.71019
0.0797,0.001715,-0.0039951,0.0021065,0.26571,-0.59196,0.74599
0.0798,0.00083495,-0.0049196,0.001747,0.28171,-0.7753,0.56204
0.0799,0.00022843,-0.0040936,0.002325,0.20868,-0.93272,0.47577
0.08,0.00062782,-0.0024149,0.002984,0.13495,-0.98653,0.47365
0.0801,0.0015416,-0.001924,0.0028106,0.2161,-0.74042,0.57216
0.0802,0.0020128,-0.0033463,0.0017343,0.35958,-0.57573,0.67045
0.0803,0.0018245,-0.0048826,0.00093846,0.38397,-0.74209,0.50156
0.0804,0.001489,-0.0047816,0.0014178,0.36249,-0.90847,0.32578
0.0805,0.0014749,-0.0032183,0.002429,0.33555,-1.0117,0.32538
0.0806,0.0017441,-0.0019509,0.0026083,0.38231,-0.88041,0.41543
0.0807,0.0019871,-0.002587,0.0015508,0.48514,-0.60573,0.54123
0.0808,0.0021833,-0.0042722,0.00030704,0.47699,-0.67011,0.44576
0.0809,0.0024229,-0.0049058,0.00034489,0.455,-0.85822,0.20619
0.081,0.0025701,-0.0038992,0.0015011,0.48186,-0.95343,0.14542
0.0811,0.0024473,-0.0023761,0.0021805,0.53975,-0.94175,0.23648
0.0812,0.0021104,-0.0021113,0.0014283,0.6388,-0.68231,0.3729
0.0813,0.0020843,-0.0033839,-4.7716e-05,0.60124,-0.5965,0.35625
0.0814,0.0027271,-0.0044319,-0.00060388,0.51168,-0.78144,0.12154
0.0815,0.0034569,-0.0041019,0.00032427,0.55922,-0.86204,-0.023207
0.0816,0.0034625,-0.0028727,0.0014068,0.65575,-0.88857,0.036611
0.0817,0.0026698,-0.0020613,0.0011792,0.77441,-0.74587,0.17981
0.0818,0.0019897,-0.0026001,-0.00021223,0.75906,-0.55761,0.22381
0.0819,0.0024717,-0.0035916,-0.0012486,0.58755,-0.67487,0.041421
0.082,0.00374,-0.0037208,-0.00082779,0.57907,-0.77352,-0.15469
0.0821,0.0043631,-0.0030238,0.00034324,0.70889,-0.75986,-0.15928
0.0822,0.0036176,-0.0022418,0.00065175,0.85602,-0.71924,-0.027221
0.0823,0.0022792,-0.0021778,-0.00037852,0.9108,-0.54827,0.059962
0.0824,0.0020363,-0.0027282,-0.0015967,0.71011,-0.56055,-0.062037
0.0825,0.0033744,-0.0029276,-0.0017096,0.58094,-0.67979,-0.25809
0.0826,0.0047334,-0.0026299,-0.00079765,0.70448,-0.62407,-0.31963
0.0827,0.0045656,-0.0022536,-0.00016083,0.8724,-0.58947,-0.234
0.0828,0.0030248,-0.0020572,-0.00071011,0.99635,-0.51135,-0.12018
0.0829,0.0018866,-0.0021335,-0.001822,0.8613,-0.45834,-0.18499
0.083,0.0026458,-0.0020607,-0.0022564,0.61512,-0.56709,-0.36489
0.0831,0.0044026,-0.0017855,-0.0017384,0.6582,-0.51931,-0.44155
0.0832,0.0050801,-0.0017865,-0.0011056,0.83619,-0.40875,-0.40642
0.0833,0.0039363,-0.001933,-0.0012771,0.9927,-0.39336,-0.30571
0.0834,0.002228,-0.0018585,-0.0021022,0.97565,-0.36291,-0.31611
0.0835,0.0020196,-0.0014111,-0.0025816,0.6985,-0.43485,-0.48031
0.0836,0.0035616,-0.00082368,-0.0023474,0.60657,-0.42936,-0.55077
0.0837,0.0049087,-0.0008397,-0.0019344,0.76564,-0.25286,-0.52872
0.0838,0.0045516,-0.0014379,-0.0019765,0.91853,-0.20172,-0.4731
0.0839,0.0029005,-0.0016893,-0.002534,0.99371,-0.23078,-0.44451
0.084,0.0018391,-0.001104,-0.0028892,0.79644,-0.29347,-0.58724
0.0841,0.0026234,-7.4741e-05,-0.0026766,0.58462,-0.32872,-0.67366
0.0842,0.0041308,0.00031054,-0.0024456,0.67571,-0.14671,-0.61487
0.0843,0.0045458,-0.00045275,-0.0026159,0.8141,0.0024508,-0.58935
0.0844,0.0034759,-0.0012864,-0.0030736,0.90876,-0.041322,-0.56916
0.0845,0.002095,-0.0009935,-0.0032873,0.83966,-0.13568,-0.66743
0.0846,0.0019926,0.00028979,-0.0029255,0.59759,-0.20171,-0.79309
0.0847,0.0031044,0.0012759,-0.0026377,0.58376,-0.069234,-0.70794
0.0848,0.0039009,0.00083676,-0.0029714,0.70697,0.15643,-0.64733
0.0849,0.0035425,-0.00041988,-0.0035592,0.76715,0.18094,-0.66508
0.085,0.0024539,-0.00078654,-0.003773,0.77849,0.05748,-0.7241
0.0851,0.0018168,0.00034179,-0.0032573,0.60745,-0.052184,-0.87583
0.0852,0.0022374,0.0018212,-0.002669,0.50659,0.01475,-0.82279
0.0853,0.0029012,0.0020425,-0.0029685,0.60042,0.25335,-0.67611
0.0854,0.002982,0.00082978,-0.003804,0.62451,0.37407,-0.7066
0.0855,0.0024777,-0.00019945,-0.004204,0.62803,0.27936,-0.76672
0.0856,0.0018814,0.00034737,-0.0036911,0.55772,0.12644,-0.89855
0.0857,0.0017702,0.0019388,-0.0027661,0.43699,0.12036,-0.92836
0.0858,0.0019658,0.0028403,-0.0027146,0.4905,0.32156,-0.72563
0.0859,0.0019975,0.0021355,-0.0036743,0.51009,0.50381,-0.68816
0.086,0.0019173,0.00080781,-0.0044155,0.44714,0.4884,-0.78164
0.0861,0.001793,0.00059971,-0.004112,0.42009,0.33108,-0.8799
0.0862,0.0016251,0.0018529,-0.0030136,0.34888,0.24951,-0.97417
0.0863,0.0013742,0.0031418,-0.0024403,0.37202,0.39252,-0.80296
0.0864,0.00099775,0.0031143,-0.0032163,0.40994,0.58303,-0.64878
0.0865,0.0008898,0.0019945,-0.0042734,0.29668,0.63601,-0.74726
0.0866,0.0012138,0.0012438,-0.0043383,0.22759,0.53545,-0.84145
0.0867,0.0014614,0.0018577,-0.0033349,0.20695,0.40335,-0.94054
0.0868,0.001158,0.0031047,-0.0023301,0.23369,0.47154,-0.86772
0.0869,0.00033133,0.0035852,-0.0026156,0.30373,0.6475,-0.63377
0.087,-0.00024767,0.0029781,-0.0037652,0.19347,0.71801,-0.66018
0.0871,0.00013093,0.0021471,-0.0042426,0.038049,0.68806,-0.78485
0.0872,0.00093273,0.0021605,-0.0035395,0.014175,0.57024,-0.85491
0.0873,0.0010446,0.0030123,-0.002384,0.065104,0.55843,-0.86309
0.0874,9.1077e-05,0.0036345,-0.0021053,0.16705,0.71109,-0.648
0.0875,-0.0010762,0.003489,-0.0030221,0.11316,0.77113,-0.55627
0.0876,-0.0011557,0.0029723,-0.0037892,-0.09744,0.76065,-0.69114
0.0877,-0.00011035,0.0027399,-0.0034654,-0.19065,0.71083,-0.7535
0.0878,0.0006816,0.0031032,-0.0024421,-0.14021,0.65303,-0.77627
0.0879,0.00010073,0.0035236,-0.0017912,-0.0061992,0.76428,-0.6466
0.088,-0.0014156,0.003528,-0.0022579,0.02294,0.82978,-0.47323
0.0881,-0.0022255,0.003393,-0.0030663,-0.18183,0.77625,-0.55807
0.0882,-0.0014529,0.0033435,-0.0030613,-0.35802,0.77736,-0.64627
0.0883,-0.00015233,0.0034338,-0.0023069,-0.35233,0.74476,-0.64117
0.0884,-6.4012e-06,0.0035086,-0.0015888,-0.21455,0.7968,-0.58179
0.0885,-0.0013614,0.003335,-0.0016418,-0.10552,0.88762,-0.41172
0.0886,-0.0027766,0.0033085,-0.0022513,-0.24179,0.79213,-0.40976
0.0887,-0.0027031,0.0036297,-0.0023979,-0.46445,0.758,-0.5206
0.0888,-0.0013774,0.0038483,-0.0018776,-0.53363,0.79466,-0.50138
0.0889,-0.0005004,0.0036969,-0.0013048,-0.43412,0.81515,-0.44801
0.089,-0.0012378,0.0031886,-0.0011884,-0.27331,0.91343,-0.33389
0.0891,-0.0028243,0.0029051,-0.0015185,-0.31302,0.83417,-0.27413
0.0892,-0.0034896,0.0034095,-0.0016258,-0.52843,0.7001,-0.36999
0.0893,-0.0026354,0.0040428,-0.0012074,-0.65262,0.76542,-0.36964
0.0894,-0.0014242,0.0039923,-0.00078923,-0.62228,0.81504,-0.28563
0.0895,-0.0013805,0.0032493,-0.00074697,-0.4682,0.88994,-0.20789
0.0896,-0.0026178,0.0024997,-0.00094478,-0.41237,0.87779,-0.14568
0.0897,-0.0037098,0.0027639,-0.00091737,-0.57653,0.66737,-0.20907
0.0898,-0.0035396,0.0037711,-0.0004393,-0.71933,0.65834,-0.23802
0.0899,-0.0025077,0.0041597,-3.837e-05,-0.74445,0.77263,-0.1322
0.09,-0.0019186,0.0034581,-0.00015172,-0.64936,0.83077,-0.041506
0.0901,-0.002514,0.0023179,-0.00045024,-0.5383,0.87044,-0.0018285
0.0902,-0.0035502,0.0020133,-0.00036196,-0.63018,0.67804,-0.049917
0.0903,-0.0038782,0.0030062,0.000252,-0.76336,0.53363,-0.097068
0.0904,-0.0033555,0.0039344,0.00080425,-0.79626,0.66009,-0.00043873
0.0905,-0.0027074,0.0036172,0.00066756,-0.77197,0.74616,0.12555
0.0906,-0.0027262,0.0023733,0.00013266,-0.67134,0.79511,0.17089
0.0907,-0.0033377,0.0014604,5.8618e-05,-0.6898,0.68963,0.11479
0.0908,-0.0037561,0.0019875,0.00075688,-0.80608,0.4493,0.045125
0.0909,-0.0036877,0.0032198,0.0015653,-0.81362,0.49099,0.11952
0.091,-0.0033842,0.0034794,0.0016029,-0.81065,0.63019,0.26829
0.0911,-0.0032114,0.002474,0.00090895,-0.77261,0.67059,0.34666
0.0912,-0.0033453,0.0012253,0.00049527,-0.74844,0.64204,0.29566
0.0913,-0.0034782,0.0010694,0.0010715,-0.84404,0.41548,0.19209
0.0914,-0.0035037,0.0021406,0.0020977,-0.83572,0.32033,0.23145
0.0915,-0.0036148,0.0029026,0.00247,-0.78511,0.46626,0.38265
0.0916,-0.0036942,0.0023841,0.001845,-0.80274,0.5263,0.49488
0.0917,-0.0036158,0.0011688,0.0010824,-0.79102,0.521,0.48342
0.0918,-0.0033422,0.00047325,0.0013002,-0.86025,0.37823,0.3515
0.0919,-0.0030754,0.0010224,0.0023793,-0.86985,0.19554,0.33365
0.092,-0.0033032,0.0019391,0.0031041,-0.74801,0.27288,0.4806
0.0921,-0.0038224,0.0019272,0.0027546,-0.75173,0.36814,0.60448
0.0922,-0.0039505,0.0010391,0.0018512,-0.79149,0.35406,0.64019
0.0923,-0.003469,0.00017612,0.0016073,-0.84248,0.28541,0.52774
0.0924,-0.0027396,0.00015675,0.0024745,-0.89023,0.1131,0.4358
0.0925,-0.0026402,0.00082816,0.0034386,-0.74036,0.089691,0.55659
0.0926,-0.0034096,0.0011135,0.0034592,-0.6515,0.19298,0.6897
0.0927,-0.0040378,0.00063083,0.0026664,-0.7268,0.18171,0.74421
0.0928,-0.0037214,-6.0656e-05,0.0020733,-0.78967,0.12932,0.69057
0.0929,-0.0026799,-0.00036356,0.0025353,-0.86165,0.022312,0.55155
0.093,-0.001993,-0.00012095,0.0035237,-0.75436,-0.052755,0.60915
0.0931,-0.0025537,0.00011703,0.003852,-0.56237,0.014066,0.75974
0.0932,-0.003623,-9.7967e-05,0.003324,-0.5988,0.017392,0.8031
0.0933,-0.0038203,-0.00047773,0.0026462,-0.69431,-0.052035,0.79874
0.0934,-0.0028424,-0.00069887,0.0026869,-0.77469,-0.11331,0.68001
0.0935,-0.0016294,-0.0007381,0.0034705,-0.74788,-0.17172,0.64765
0.0936,-0.001577,-0.00078315,0.0039637,-0.51547,-0.14442,0.80211
0.0937,-0.002714,-0.0010064,0.0036879,-0.44326,-0.13486,0.8483
0.0938,-0.0035017,-0.0011783,0.0031349,-0.55578,-0.2202,0.83664
0.0939,-0.0029569,-0.0011111,0.0029484,-0.64159,-0.28546,0.78263
0.094,-0.0015849,-0.0010847,0.003416,-0.67562,-0.30479,0.69352
0.0941,-0.00083798,-0.0013731,0.003893,-0.49496,-0.27566,0.80532
0.0942,-0.0015517,-0.0018484,0.0037519,-0.31278,-0.26819,0.88707
0.0943,-0.0026784,-0.0020634,0.0033645,-0.38045,-0.35947,0.83283
0.0944,-0.0027574,-0.001766,0.0031978,-0.47874,-0.45304,0.81781
0.0945,-0.0016469,-0.0014018,0.0034239,-0.53649,-0.46681,0.74426
0.0946,-0.00046898,-0.0016337,0.0037576,-0.44858,-0.40387,0.77845
0.0947,-0.00050568,-0.0023927,0.0036231,-0.22462,-0.37355,0.89894
0.0948,-0.0015279,-0.0029056,0.0032813,-0.20179,-0.46781,0.82833
0.0949,-0.0020942,-0.002625,0.0032471,-0.30125,-0.58688,0.77893
0.095,-0.001511,-0.0019116,0.0034471,-0.35323,-0.6291,0.76507
0.0951,-0.00035892,-0.001756,0.0036344,-0.33758,-0.55336,0.74548
0.0952,0.00017952,-0.0025552,0.0034257,-0.15879,-0.46475,0.86047
0.0953,-0.00036274,-0.0034653,0.0029798,-0.050082,-0.53969,0.83177
0.0954,-0.0010689,-0.0034869,0.0029843,-0.11866,-0.68111,0.70738
0.0955,-0.00099394,-0.0026515,0.0033386,-0.16279,-0.75511,0.71769
0.0956,-0.00020411,-0.0019925,0.0035187,-0.16774,-0.71143,0.71063
0.0957,0.00052141,-0.0024644,0.0032351,-0.065929,-0.56983,0.77826
0.0958,0.00050538,-0.0036139,0.0026164,0.068943,-0.57929,0.81268
0.0959,4.3782e-05,-0.0041013,0.0024589,0.047916,-0.73727,0.6493
0.096,-0.00010803,-0.0034594,0.0029526,0.014421,-0.83089,0.60606
0.0961,0.0002362,-0.0024736,0.0033152,0.027782,-0.83529,0.64678
0.0962,0.0007497,-0.0023717,0.0030586,0.074576,-0.70021,0.67669
0.0963,0.001001,-0.0034032,0.0023011,0.17918,-0.61013,0.74204
0.0964,0.00093843,-0.0043125,0.0018334,0.19235,-0.74995,0.61138
0.0965,0.00090417,-0.0040859,0.0022696,0.16661,-0.86995,0.47375
0.0966,0.0010158,-0.0030966,0.0028972,0.20691,-0.89432,0.52739
0.0967,0.0011557,-0.002486,0.0028258,0.24976,-0.8195,0.56881
0.0968,0.0012765,-0.0030561,0.0020465,0.31115,-0.665,0.62036
0.0969,0.0014502,-0.00411,0.0012798,0.32143,-0.72615,0.55913
0.097,0.0017474,-0.0043403,0.0014199,0.29116,-0.87621,0.36685
0.0971,0.0019625,-0.0036278,0.0021878,0.34934,-0.89819,0.36152
0.0972,0.0018576,-0.0028079,0.0024366,0.42151,-0.87814,0.43796
0.0973,0.0016124,-0.002813,0.0017951,0.46526,-0.74181,0.4745
0.0974,0.0016691,-0.0036578,0.00085435,0.45765,-0.69209,0.46245
0.0975,0.0022081,-0.0041867,0.00059797,0.39942,-0.84372,0.28505
0.0976,0.0027769,-0.0038369,0.0012628,0.4474,-0.87826,0.19055
0.0977,0.0027576,-0.0031361,0.0018081,0.55769,-0.85422,0.27289
0.0978,0.0022029,-0.0027908,0.0014421,0.61764,-0.7943,0.32019
0.0979,0.0018426,-0.0031903,0.00051541,0.6073,-0.68109,0.31996
0.098,0.0022962,-0.0037291,-5.8922e-05,0.51148,-0.77046,0.19865
0.0981,0.0032171,-0.0036568,0.00029052,0.51117,-0.84362,0.049308
0.0982,0.003586,-0.0032209,0.00095326,0.64407,-0.78247,0.084086
0.0983,0.0030168,-0.0028669,0.0009186,0.73735,-0.77019,0.155
0.0984,0.0022144,-0.0028845,0.00015651,0.74983,-0.68399,0.15834
0.0985,0.0022304,-0.0031787,-0.00055837,0.64185,-0.68183,0.080215
0.0986,0.0032171,-0.0031711,-0.00054425,0.56385,-0.78168,-0.068149
0.0987,0.0040676,-0.0029262,6.6692e-06,0.68089,-0.70633,-0.093069
0.0988,0.003833,-0.0028009,0.00020123,0.80913,-0.66309,-0.022126
0.0989,0.0028413,-0.0027344,-0.00030993,0.85322,-0.65571,-0.0081227
0.099,0.0022796,-0.0027161,-0.00098459,0.77739,-0.60485,-0.064644
0.0991,0.002934,-0.0025672,-0.0011822,0.63165,-0.67921,-0.18505
0.0992,0.0040812,-0.002321,-0.00085981,0.68117,-0.64043,-0.24339
0.0993,0.0043688,-0.0023897,-0.000616,0.83389,-0.52305,-0.1965
0.0994,0.0035492,-0.0025453,-0.0009095,0.90103,-0.5495,-0.17182
0.0995,0.0025893,-0.0024148,-0.0014514,0.87802,-0.53354,-0.21557
0.0996,0.0026508,-0.0020276,-0.0016828,0.72243,-0.55414,-0.31679
0.0997,0.0037065,-0.001589,-0.0015232,0.67232,-0.56109,-0.37655
0.0998,0.0044458,-0.0016343,-0.0013838,0.81552,-0.4018,-0.34573
0.0999,0.0040679,-0.0020909,-0.0015942,0.89977,-0.37556,-0.32759
0.1,0.0030704,-0.0021607,-0.0019961,0.91246,-0.42924,-0.36042
0.1001,0.0025774,-0.0016436,-0.0021561,0.80889,-0.42726,-0.44821
0.1002,0.0031935,-0.00093602,-0.0020089,0.67782,-0.44782,-0.5105
0.1003,0.0040928,-0.00071478,-0.0019611,0.76493,-0.31182,-0.47252
0.1004,0.0041753,-0.0012753,-0.0022317,0.86779,-0.18865,-0.4558
0.1005,0.0034611,-0.001745,-0.0025932,0.87851,-0.26194,-0.4929
0.1006,0.0027372,-0.0013701,-0.0026741,0.84235,-0.29873,-0.56524
0.1007,0.0028006,-0.00046871,-0.0024173,0.70353,-0.30667,-0.64035
0.1008,0.0034937,0.00013155,-0.0023189,0.70082,-0.22302,-0.5941
0.1009,0.003845,-0.00022561,-0.0026876,0.80895,-0.040629,-0.54861
0.101,0.0035197,-0.0010095,-0.0031409,0.80774,-0.051863,-0.60145
0.1011,0.0029204,-0.0010382,-0.0032179,0.79699,-0.14259,-0.66322
0.1012,0.0026318,-0.00017151,-0.0028494,0.71472,-0.15603,-0.74344
0.1013,0.0029175,0.00074822,-0.00255,0.642,-0.10987,-0.72029
0.1014,0.0032301,0.00080846,-0.0028875,0.72704,0.065177,-0.62205
0.1015,0.0031459,1.2336e-05,-0.0035118,0.72877,0.14757,-0.66601
0.1016,0.0028624,-0.00047278,-0.0037096,0.68536,0.051229,-0.74392
0.1017,0.0025879,8.7198e-05,-0.0033129,0.66902,0.0009288,-0.80833
0.1018,0.0025211,0.0011222,-0.0027784,0.59193,0.027708,-0.82818
0.1019,0.0025663,0.0016097,-0.0028883,0.62379,0.159,-0.70304
0.102,0.0024704,0.0011071,-0.0036129,0.64662,0.29826,-0.68599
0.1021,0.0024069,0.00037296,-0.0040371,0.55719,0.25669,-0.79315
0.1022,0.0024061,0.00047643,-0.0037344,0.54701,0.1727,-0.84491
0.1023,0.0022924,0.0013646,-0.0030607,0.52124,0.1748,-0.88677
0.1024,0.0020559,0.0021088,-0.0028289,0.51311,0.26637,-0.79226
0.1025,0.0017179,0.0020186,-0.0034488,0.55088,0.40645,-0.68898
0.1026,0.001611,0.0013605,-0.0041061,0.44453,0.42961,-0.7915
0.1027,0.0018891,0.001093,-0.0040098,0.37656,0.35415,-0.86364
0.1028,0.0020373,0.0016334,-0.0033446,0.40129,0.32582,-0.88892
0.1029,0.0017267,0.0023883,-0.0028219,0.39541,0.38461,-0.85612
0.103,0.0011116,0.0026137,-0.0031332,0.42954,0.50126,-0.70628
0.1031,0.00071178,0.0022394,-0.0038894,0.35178,0.55415,-0.73965
0.1032,0.0010058,0.0018702,-0.0040541,0.21041,0.51403,-0.85481
0.1033,0.0015248,0.0020542,-0.0035148,0.22364,0.4769,-0.85836
0.1034,0.0014601,0.0026049,-0.0028702,0.25761,0.50407,-0.85618
0.1035,0.00072897,0.0029232,-0.0028192,0.28792,0.59702,-0.73538
0.1036,-5.0012e-05,0.0028212,-0.0034494,0.2544,0.64698,-0.67112
0.1037,-4.7606e-05,0.0026062,-0.0038305,0.080255,0.62627,-0.79641
0.1038,0.00066373,0.0026185,-0.0034831,0.024303,0.61122,-0.81608
0.1039,0.001033,0.0028918,-0.0028714,0.086174,0.6178,-0.79301
0.104,0.00048204,0.0031013,-0.0025765,0.12829,0.68499,-0.73651
0.1041,-0.00053272,0.0030837,-0.0029274,0.1334,0.73359,-0.61674
0.1042,-0.0009983,0.0030761,-0.0033767,-0.016233,0.69648,-0.68958
0.1043,-0.00043894,0.0031821,-0.0032123,-0.15239,0.69683,-0.75784
0.1044,0.00030371,0.0032929,-0.0027053,-0.11189,0.71996,-0.69848
0.1045,0.00018302,0.0032891,-0.0023618,-0.046406,0.75709,-0.67242
0.1046,-0.00078681,0.0031561,-0.0024454,-0.014438,0.80952,-0.57542
0.1047,-0.0016517,0.0032058,-0.0027851,-0.1082,0.75514,-0.56356
0.1048,-0.001515,0.0035258,-0.00274,-0.28264,0.72609,-0.66038
0.1049,-0.00069384,0.0037107,-0.0023262,-0.30359,0.78494,-0.60474
0.105,-0.00034708,0.0035594,-0.0020431,-0.23247,0.81244,-0.54927
0.1051,-0.00098336,0.0032088,-0.0020243,-0.18164,0.85803,-0.50715
0.1052,-0.0019854,0.0030848,-0.0021875,-0.21693,0.81786,-0.44839
0.1053,-0.0023222,0.003512,-0.002142,-0.37692,0.72387,-0.52279
0.1054,-0.0017502,0.0039671,-0.0017622,-0.45859,0.78663,-0.50903
0.1055,-0.0011356,0.0038602,-0.0015373,-0.41138,0.84866,-0.40461
0.1056,-0.0013124,0.003329,-0.0015807,-0.35507,0.86987,-0.3848
0.1057,-0.0021469,0.0029087,-0.0016454,-0.34672,0.86346,-0.34245
0.1058,-0.0027701,0.0031827,-0.0015193,-0.46039,0.73187,-0.36528
0.1059,-0.0025997,0.0038827,-0.001111,-0.5703,0.72841,-0.39214
0.106,-0.0020341,0.0040512,-0.00085058,-0.558,0.84004,-0.274
0.1061,-0.0018642,0.0035024,-0.00099393,-0.51567,0.85713,-0.21745
0.1062,-0.0023346,0.00281,-0.0011362,-0.48847,0.86324,-0.21557
0.1063,-0.0029475,0.0027219,-0.00095364,-0.54889,0.75427,-0.21425
